用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
****F,PLUS会员,"<div class=""comment-star star3""></div>",这次购买的做工不一样质量要差些不知真假,2022-04-23 20:41:50.497,【补水提亮】美白保湿黑面膜,,2020-11-23 18:49,,
****b,,"<div class=""comment-star star2""></div>",和实体店买的香味不一样，精华少,2022-04-23 20:41:50.610,美白黑炭面膜,,,,2019-08-21 01:05
莫***豆,,"<div class=""comment-star star3""></div>",剪裁不好，效果跟普通的没什么差别,2022-04-23 20:41:50.710,美白黑炭面膜10片,,,,
燕***华,PLUS会员,"<div class=""comment-star star3""></div>",面膜一般，鼻子那那么小是什么意思,2022-04-23 20:41:50.821,美白黑炭面膜10片,,2017-08-22 15:44,,
西***鸭,,"<div class=""comment-star star2""></div>",产品质感：差使用感受：几块钱的面膜补水效果：差,2022-04-23 20:41:50.975,【补水提亮】美白保湿黑面膜,,2020-10-31 23:02,,
o***n,,"<div class=""comment-star star2""></div>",为什么盒子都没有封住，之前从没遇见过这种情况，愁人,2022-04-23 20:41:51.107,,【焕白因子】美白保湿黑面膜,,,
荒***q,,"<div class=""comment-star star3""></div>",这个包装盒一头密封一头开缝，那么到底是不是正品呢？,2022-04-23 20:41:51.704,美白黑炭面膜10片,,2017-11-25 13:10,,
H***M,,"<div class=""comment-star star2""></div>",还没用刚收到快递就变成这个鬼样子全开了,2022-04-23 20:41:51.883,,美白黑炭面膜10片,,2017-11-09 16:49,
陈***i,,"<div class=""comment-star star3""></div>",侧面没有标志…感觉像个假的，有点不敢用,2022-04-23 20:41:52.001,,美白黑炭面膜,,,
C***n,,"<div class=""comment-star star2""></div>",包装外的标签不知道怎么回事贴近两层，包装不是密封的,2022-04-23 20:41:52.132,透亮黑炭面膜10片,,2016-12-01 13:45,,
狒***爱,PLUS会员,"<div class=""comment-star star3""></div>",大品牌了，不确定是不是正品，有点不太吸收,2022-04-23 20:41:52.247,美白黑炭面膜10片,,2018-04-14 23:04,,
****8,,"<div class=""comment-star star2""></div>",不怎么好用，面膜精华少有点干,2022-04-23 20:41:52.368,【焕白因子】美白保湿黑面膜,,,,2020-04-24 12:43
怡***瑟,,"<div class=""comment-star star3""></div>",包装盒都破了，都是打开过的感觉！心情不好！,2022-04-23 20:41:52.480,美白黑炭面膜10片,,2018-04-06 18:46,,
S***o,,"<div class=""comment-star star2""></div>",不好用一点效果没有一看是韩国货更郁闷了,2022-04-23 20:41:52.614,美白黑炭面膜10片,,,,
w***z,,"<div class=""comment-star star3""></div>",还没用~~~~~~~~~~~~真怀疑是不是正品*~~~~~~~~~~~,2022-04-23 20:41:52.750,美白黑炭面膜10片,,,,
****j,PLUS会员,"<div class=""comment-star star3""></div>",包装有待提高，送到手时都坏了，这会让人怀疑是次品,2022-04-23 20:41:52.887,美白黑炭面膜10片,,2018-07-11 11:42,,
u***e,,"<div class=""comment-star star3""></div>",不到节日当天都不能着急买，坑太多，降价太快，东西倒是挺好还行,2022-04-23 20:41:53.369,透亮黑炭面膜10片,,2016-11-09 07:41,,
u***7,,"<div class=""comment-star star2""></div>",和我在店里买的不是一个厂家生产的，扫码扫不出来，这是为什么？,2022-04-23 20:41:53.498,美白黑炭面膜10片,,2017-06-09 17:49,,
玲***3,,"<div class=""comment-star star2""></div>",用?完?感?觉?油?腻?腻?的?很?不?舒?服?,2022-04-23 20:41:53.623,透亮黑炭面膜10片,,2016-12-04 21:59,,
盛***8,,"<div class=""comment-star star2""></div>",跟以前买的不一样，不像正品，有股味道怪怪的,2022-04-23 20:41:53.721,美白黑炭面膜,,,,2019-06-09 15:08
L***前,PLUS会员,"<div class=""comment-star star3""></div>",一般，没之前在实体店买的那么水润,2022-04-23 20:41:53.828,【补水提亮】美白保湿黑面膜,,2020-11-17 19:07,,
j***1,,"<div class=""comment-star star2""></div>",不知道是不是正品，内包装和外盒条码不一样，还扫描不到,2022-04-23 20:41:53.974,美白黑炭面膜10片,,2017-11-15 13:57,,
****f,,"<div class=""comment-star star2""></div>",可以，就是水多，打来一看有点恶心，黏黏糊糊一个团,2022-04-23 20:41:54.082,美白黑炭面膜10片,,2017-10-30 17:24,,
****f,,"<div class=""comment-star star2""></div>",帮我亲戚买的东西，还没用呢不知道有没有效果,2022-04-23 20:41:54.179,美白黑炭面膜10片,,2017-07-24 14:26,,
K***菜,,"<div class=""comment-star star3""></div>",一般，感觉没降价，每次京东都提价再降价，没意思,2022-04-23 20:41:54.282,美白黑炭面膜10片,,2017-06-20 21:29,,
X***M,,"<div class=""comment-star star2""></div>",买了三盒面膜，每盒的外包装都是打开的，担心不是正品,2022-04-23 20:41:54.396,美白黑炭面膜,,,,2019-07-11 10:46
u***2,,"<div class=""comment-star star2""></div>",不太适合我的皮肤可能用完有些刺激,2022-04-23 20:41:54.916,美白黑炭面膜10片,,2017-06-13 15:03,,
****i,PLUS会员,"<div class=""comment-star star3""></div>",有种买了假货的感觉，上面居然贴着广州生产。,2022-04-23 20:41:55.038,美白黑炭面膜10片,,2017-10-27 21:39,,
****n,,"<div class=""comment-star star2""></div>",买了4盒只有2盒能扫码还没打开用也不晓得是不是正品,2022-04-23 20:41:55.170,【焕白因子】美白保湿黑面膜,,,,2019-11-12 14:35
****M,,"<div class=""comment-star star2""></div>",如此包装，不知是不是正品，都有点不敢使用了,2022-04-23 20:41:55.279,透亮黑炭面膜10片,,2016-08-25 11:10,,
G***J,,"<div class=""comment-star star3""></div>",效果不怎么样，朋友说我越敷越黑！还有几片怎么搞？,2022-04-23 20:41:55.389,美白黑炭面膜10片,,,,
阿***瓜,PLUS会员,"<div class=""comment-star star3""></div>",一般，感觉里面的精华液不多,2022-04-23 20:41:55.503,【美白提亮焕肤】美白保湿黑面膜,,2021-03-01 20:52,,
u***y,PLUS会员,"<div class=""comment-star star3""></div>",面膜一般哦，还是推荐蓝色药片面膜,2022-04-23 20:41:55.641,【焕白因子】美白保湿黑面膜,,,,2020-03-01 23:29
w***k,,"<div class=""comment-star star2""></div>",内外包装都找了个遍还是没找到生产日期，还没用。,2022-04-23 20:41:55.769,透亮黑炭面膜10片,,2016-12-02 10:08,,
东***节,,"<div class=""comment-star star3""></div>",感觉，竹炭的不怎么好用，还有点痒,2022-04-23 20:41:55.884,美白黑炭面膜10片,,,,
****c,,"<div class=""comment-star star3""></div>",这款面膜水分不均匀，有部分是干的。,2022-04-23 20:41:56.037,美白黑炭面膜10片,,2017-09-07 21:59,,
****d,PLUS会员,"<div class=""comment-star star3""></div>",没有那么好用，不知道是不是过敏了,2022-04-23 20:41:56.757,【补水提亮】美白保湿黑面膜,,2020-06-17 06:42,,
****e,,"<div class=""comment-star star3""></div>",面膜有点小，补水效果一般般,2022-04-23 20:41:56.874,【补水提亮】美白保湿黑面膜,,2020-11-18 17:34,,
故***也,,"<div class=""comment-star star3""></div>",刚买回来还没用，感觉有点小，水比较多，,2022-04-23 20:41:56.982,美白黑炭面膜10片,,2017-07-28 08:09,,
****7,,"<div class=""comment-star star3""></div>",很一般吧，没有滋润补水的效果,2022-04-23 20:41:57.103,【补水提亮】美白保湿黑面膜,,2020-10-12 12:14,,
S***n,PLUS会员,"<div class=""comment-star star3""></div>",买了两样东西，一个有包装，面膜没有外包装，就这么送来了,2022-04-23 20:41:57.197,,美白黑炭面膜10片,,2018-08-31 18:47,
u***n,,"<div class=""comment-star star3""></div>",没有什么感觉呀，看不懂写的什么，，，，，,2022-04-23 20:41:57.298,,美白黑炭面膜10片,,2017-08-29 07:47,
落***孩,PLUS会员,"<div class=""comment-star star3""></div>",听说带颜色的面膜处理不好会有色素。希望不会。,2022-04-23 20:41:57.430,美白黑炭面膜10片,,2017-06-14 21:08,,
哦***阳,PLUS会员,"<div class=""comment-star star3""></div>",不知道是不是真的，我女朋友敷了一片说脸有些疼,2022-04-23 20:41:57.536,透亮黑炭面膜10片,,2016-12-14 14:54,,
****i,,"<div class=""comment-star star3""></div>",拿过来的时候盒子是被拆开的，也不知道是不是正品，有点担心,2022-04-23 20:41:57.645,美白黑炭面膜10片,,2018-08-26 13:48,,
l***6,,"<div class=""comment-star star3""></div>",没弄明白是不是正品，跟我**旗舰店买的纸张不一样，以后还是乖乖代购吧,2022-04-23 20:41:57.781,透亮黑炭面膜10片,,2016-09-30 20:08,,
u***n,PLUS会员,"<div class=""comment-star star3""></div>",一般般。感觉面部更容易发黑可能是个人不合适。,2022-04-23 20:41:58.312,美白黑炭面膜10片,,2017-08-10 11:48,,
自***1,PLUS会员,"<div class=""comment-star star3""></div>",效果一般，密封性不好，买来已经跑出来了。,2022-04-23 20:41:58.432,美白黑炭面膜10片,,2018-04-03 13:11,,
J***2,PLUS会员,"<div class=""comment-star star2""></div>",不知道是不是正品，盒子是开的，应该是拆过的而且是烂了,2022-04-23 20:41:58.553,【补水提亮】美白保湿黑面膜,,2020-06-16 21:41,,
柯***星,,"<div class=""comment-star star3""></div>",味道不太喜欢用过两张就没乐意用了,2022-04-23 20:41:58.668,美白黑炭面膜10片,,2018-08-21 18:35,,
3***8,PLUS会员,"<div class=""comment-star star2""></div>",不明真相，不知道是不是面膜原因，过敏,2022-04-23 20:41:58.780,美白黑炭面膜10片,,2017-05-14 23:31,,
****魚,PLUS会员,"<div class=""comment-star star3""></div>",面膜补水效果一般啦，没想象中的那么好,2022-04-23 20:41:58.899,美白黑炭面膜10片,,,,
爱***b,,"<div class=""comment-star star2""></div>",美白效果不咋滴，还是洗面奶好用又实用,2022-04-23 20:41:59.010,美白黑炭面膜10片,,2017-09-27 11:53,,
****r,PLUS会员,"<div class=""comment-star star3""></div>",网上查了该面膜的成分，不安全成分较多。后悔买了,2022-04-23 20:41:59.131,美白黑炭面膜10片,,2017-04-19 09:57,,
S***婷,PLUS会员,"<div class=""comment-star star3""></div>",面膜没有以前买的好，敷完面膜都没啥太大的效果。,2022-04-23 20:41:59.246,美白黑炭面膜10片,,2018-08-06 12:55,,
****j,PLUS会员,"<div class=""comment-star star3""></div>",。。。。这次购买体验明显没有上次好。参加活动优惠的面膜质量明显差了好多。,2022-04-23 20:41:59.383,美白黑炭面膜,,,,2019-05-19 12:29
****、,,"<div class=""comment-star star3""></div>",这个面膜膜型设计有问题，这是给小孩设置的吗？,2022-04-23 20:42:00.027,美白黑炭面膜,,,,2019-10-12 10:27
u***h,,"<div class=""comment-star star3""></div>",对我来说贴了一个星期没有起到多少的美白效果,2022-04-23 20:42:00.144,透亮黑炭面膜10片,,2016-11-18 23:13,,
3***0,PLUS会员,"<div class=""comment-star star3""></div>",没有箱子，袋子里装着，打开就是这样?能不能走心点,2022-04-23 20:42:00.250,,美白黑炭面膜10片,,2018-04-23 20:48,
我***-,,"<div class=""comment-star star2""></div>",没啥用，天天贴感觉皮肤并没有变好，失望,2022-04-23 20:42:00.351,透亮黑炭面膜10片,,2016-10-24 09:16,,
****d,,"<div class=""comment-star star3""></div>",用了，不怎么补水，怀疑买到假的了,2022-04-23 20:42:00.450,【补水提亮】美白保湿黑面膜,,2020-08-03 23:59,,
k***翁,PLUS会员,"<div class=""comment-star star3""></div>",一般，没什么效果，但是用惯了就不想换了,2022-04-23 20:42:00.554,美白黑炭面膜10片,,2018-10-09 22:55,,
****f,,"<div class=""comment-star star2""></div>",我想请问商家，正品有这种包装吗？是你们用旧包装盒自己装的吧？,2022-04-23 20:42:00.667,,美白黑炭面膜10片,,2017-07-13 10:31,
长***茶,PLUS会员,"<div class=""comment-star star2""></div>",用完一般般，比较干，有点不是很滋润,2022-04-23 20:42:00.782,美白黑炭面膜10片,,,,
s***y,,"<div class=""comment-star star2""></div>",面膜好厚，感觉和韩国带回来的不大一样，,2022-04-23 20:42:00.950,透亮黑炭面膜10片,,2016-11-14 18:24,,
****m,,"<div class=""comment-star star3""></div>",产品质感：还好，就是太小了脸都敷不完鼻子也敷不完,2022-04-23 20:42:01.080,【焕白因子】美白保湿黑面膜,,,,2020-02-22 21:20
娇***士,,"<div class=""comment-star star3""></div>",好像??酒精味，补水效果一般,2022-04-23 20:42:01.726,【补水提亮】美白保湿黑面膜,,2020-11-11 13:53,,
j***6,,"<div class=""comment-star star3""></div>",这一看就是被拆过包装了，里面的东西还是不是原装的就不好说了,2022-04-23 20:42:01.861,,美白黑炭面膜10片,,2018-04-19 11:35,
最***峰,,"<div class=""comment-star star2""></div>",感觉是假的，还没用呢，不知道效果怎么样,2022-04-23 20:42:01.983,美白黑炭面膜10片,,,,
****兄,PLUS会员,"<div class=""comment-star star3""></div>",东西还没有用，不知道怎么样！但是快递包装太马虎了,2022-04-23 20:42:02.109,,美白黑炭面膜10片,,2018-03-24 14:33,
冯***y,PLUS会员,"<div class=""comment-star star3""></div>",用完之后脸上起了好几个痘痘，不敢用了,2022-04-23 20:42:02.251,美白黑炭面膜10片,,2017-08-14 20:44,,
****1,,"<div class=""comment-star star3""></div>",东西已收到，还未使用，包装已破损，让人感觉不舒服。,2022-04-23 20:42:02.368,,美白黑炭面膜10片,,2018-06-20 12:24,
大***流,PLUS会员,"<div class=""comment-star star2""></div>",买了两盒用完也没见白不过皮肤光溜了,2022-04-23 20:42:02.480,美白黑炭面膜10片,,,,
如***空,,"<div class=""comment-star star3""></div>",用了20片，没啥效果呢，说好的美白呢,2022-04-23 20:42:02.609,美白黑炭面膜10片,,2018-06-11 13:59,,
m***2,PLUS会员[试用],"<div class=""comment-star star3""></div>",看不出效果建议购买者谨慎购买,2022-04-23 20:42:02.731,【提亮焕肤】美白保湿黑面膜,,2021-04-18 20:58,,
****o,,"<div class=""comment-star star2""></div>",一般般啊感觉一点点都没有美白的效果就补了点水,2022-04-23 20:42:02.875,美白黑炭面膜10片,,2018-08-09 14:35,,
y***3,PLUS会员,"<div class=""comment-star star2""></div>",还没用不知道效果怎么样，用过在来追评吧,2022-04-23 20:42:03.508,美白黑炭面膜10片,,2018-06-18 13:19,,
e***s,PLUS会员,"<div class=""comment-star star3""></div>",拆开的盒子懒得换了,2022-04-23 20:42:03.643,透亮黑炭面膜10片,,2016-08-29 17:02,,
u***x,PLUS会员,"<div class=""comment-star star3""></div>",外包装损坏真假难辨,2022-04-23 20:42:03.760,美白黑炭面膜10片,,2017-09-02 08:50,,
李***0,,"<div class=""comment-star star3""></div>",收到货打开包装盒全部是瘪的，太影响心情了，不过查了应该是正品。,2022-04-23 20:42:03.867,,美白黑炭面膜10片,,2018-08-21 20:42,
****づ,PLUS会员,"<div class=""comment-star star2""></div>",送来包装都开了。。。。,2022-04-23 20:42:03.974,,美白黑炭面膜10片,,2017-05-15 21:09,
岳***岐,,"<div class=""comment-star star2""></div>",还可以，回购好几次啦,2022-04-23 20:42:04.080,美白黑炭面膜,,,,2019-05-11 17:56
****v,,"<div class=""comment-star star2""></div>",这种包装，，新的吗？？,2022-04-23 20:42:04.183,,美白黑炭面膜10片,,2018-06-20 15:47,
曾***悔,,"<div class=""comment-star star3""></div>",我用了几次，脸上出痘痘，不知道是什么原因，就没用。可以把,2022-04-23 20:42:04.283,美白黑炭面膜10片,,2017-08-18 09:07,,
u***5,,"<div class=""comment-star star2""></div>",这快递，这包装简直了,2022-04-23 20:42:04.414,,美白黑炭面膜10片,,2018-05-17 18:48,
J***宪,PLUS会员,"<div class=""comment-star star3""></div>",效果一般价格不一般用没了换回瑞诗风吟有发票！,2022-04-23 20:42:04.543,,透亮黑炭面膜10片,,2016-11-22 22:24,
O***C,PLUS会员,"<div class=""comment-star star3""></div>",用在脸上没什么感觉黏黏的不太好用,2022-04-23 20:42:05.341,,美白黑炭面膜10片,,2017-05-28 11:09,
b***n,PLUS会员,"<div class=""comment-star star3""></div>",怎么跟韩国买的不一样呢？不是韩国原装进口的吗？,2022-04-23 20:42:05.486,,【美白提亮焕肤】美白保湿黑面膜,,2021-01-12 20:52,
u***h,,"<div class=""comment-star star3""></div>",好像不是原装进口的，上面写着广州产，我还以为自营一般都会是正版货呢。,2022-04-23 20:42:05.629,美白黑炭面膜10片,,2017-05-24 09:13,,
