用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
****j,,"<div class=""comment-star star2""></div>",一般，没有想象的好，不知道是不是正品。,2022-04-23 20:10:47.569,胶原蛋白面膜10片,,2016-08-01 11:00,,
u***k,,"<div class=""comment-star star2""></div>",东西不错，应该是正品，就是每一个底下都被人拆开过是为什么,2022-04-23 20:10:47.701,,胶原蛋白面膜10片,,2017-11-09 23:12,
小***6,,"<div class=""comment-star star2""></div>",不怎么好用，敷完感觉第二天脸上长粉刺,2022-04-23 20:10:47.822,胶原蛋白面膜10片,,2018-04-24 23:01,,
****3,,"<div class=""comment-star star3""></div>",胶原蛋白还是满多的，用好后就是有点腻,2022-04-23 20:10:47.941,胶原蛋白面膜10片,,2018-05-25 12:50,,
****d,,"<div class=""comment-star star2""></div>",面膜真次一点补水效果都没有！,2022-04-23 20:10:48.052,【光滑弹嫩】胶原蛋白面膜,,2021-03-21 16:29,,
****9,,"<div class=""comment-star star2""></div>",快递包装是密封的，产品包装是打开的？？？,2022-04-23 20:10:48.182,【盈润光滑弹嫩】胶原蛋白面膜,,2021-03-07 22:33,,
简***7,,"<div class=""comment-star star3""></div>",收货时，包装盒是打开的。嫌麻烦，不换了。,2022-04-23 20:10:48.296,【盈润光滑弹嫩】胶原蛋白面膜,,2021-03-07 18:19,,
我***姐,,"<div class=""comment-star star2""></div>",感觉不到有多好，比屈臣氏便宜了一半，质量不敢说,2022-04-23 20:10:48.459,胶原蛋白面膜10片,,2018-03-02 11:40,,
不***-,,"<div class=""comment-star star3""></div>",一般般，快用完了没感觉有什么效果，……,2022-04-23 20:10:48.953,,胶原蛋白面膜,,,
小***7,,"<div class=""comment-star star3""></div>",感觉已经被拆开好多次，封口脏兮兮的,2022-04-23 20:10:49.075,,【莹润肌肤】胶原蛋白面膜,,,
牛***人,,"<div class=""comment-star star3""></div>",和普通款的区别不大，效果一般般,2022-04-23 20:10:49.164,【提亮紧致】胶原蛋白面膜,,2020-11-02 15:02,,
****1,PLUS会员,"<div class=""comment-star star2""></div>",面膜有点干，不是那么水润，还有点厚,2022-04-23 20:10:49.270,胶原蛋白面膜,,,,2019-06-23 08:39
庚***9,PLUS会员,"<div class=""comment-star star3""></div>",因为相信京东超市买的，但是这个包装真是不敢恭维,2022-04-23 20:10:49.373,,【提亮紧致】胶原蛋白面膜,,2020-08-12 20:05,
y***D,,"<div class=""comment-star star2""></div>",第二次买了，感觉这次买的不是正品，用了会长豆豆,2022-04-23 20:10:49.465,胶原蛋白面膜10片,,2017-06-07 17:12,,
旅***者,PLUS会员,"<div class=""comment-star star3""></div>",一般不怎么好用，可能不适合我的肤质吧！,2022-04-23 20:10:49.577,胶原蛋白面膜,,,,2019-07-31 06:38
Y***2,,"<div class=""comment-star star3""></div>",面膜是送人的，上午买的。下午到。结果包装盒都破了。怎么送人,2022-04-23 20:10:49.679,胶原蛋白面膜10片,,2017-08-17 12:06,,
u***u,,"<div class=""comment-star star3""></div>",送货快，但面膜日期不够新鲜，包装有稍微的变形。,2022-04-23 20:10:49.785,胶原蛋白面膜,,,,2018-11-14 11:18
i***5,PLUS会员,"<div class=""comment-star star3""></div>",拿到快递外边包装袋是破的面膜包装盒也是破损的像是被打开过,2022-04-23 20:10:49.906,,胶原蛋白面膜,,,
菜***血,,"<div class=""comment-star star2""></div>",来的时候盒子上面那个密封条:套装请勿拆开！已经是开的了，真假难辨，为什么要拆开！,2022-04-23 20:10:50.324,胶原蛋白面膜10片,,2018-01-28 13:23,,
u***v,PLUS会员,"<div class=""comment-star star3""></div>",水分不多，膜厚重，不是很服帖,2022-04-23 20:10:50.426,【提亮紧致】胶原蛋白面膜,,2020-11-13 17:58,,
****y,,"<div class=""comment-star star3""></div>",感觉面膜质量一般，不是很水润。,2022-04-23 20:10:50.532,【提亮紧致】胶原蛋白面膜,,2020-11-06 09:59,,
咏***镇,PLUS会员,"<div class=""comment-star star2""></div>",包装就一个塑料袋。拆开塑料袋，面膜盒子是开着的,2022-04-23 20:10:50.644,,胶原蛋白面膜10片,,2017-11-12 10:12,
****z,PLUS会员,"<div class=""comment-star star3""></div>",和我在大润发买的不一样，不知道为什么,2022-04-23 20:10:50.756,胶原蛋白面膜,,,,2019-04-27 11:22
n***p,,"<div class=""comment-star star3""></div>",用起来感觉跟上次买的不一样！！！,2022-04-23 20:10:50.884,,【光滑弹嫩】胶原蛋白面膜,,2021-05-25 11:39,
****c,,"<div class=""comment-star star2""></div>",产品质感：不知道是不是正品，面膜纸又厚又粗糙,2022-04-23 20:10:50.993,【提亮紧致】胶原蛋白面膜,,2020-11-23 19:51,,
****u,,"<div class=""comment-star star3""></div>",太一般啦。性价比不高,2022-04-23 20:10:51.102,胶原蛋白面膜10片,,2016-10-06 07:07,,
z***6,,"<div class=""comment-star star3""></div>",评价都挺好的难道只有我用后感觉什么效果没有吗,2022-04-23 20:10:51.214,胶原蛋白面膜10片,,2018-06-03 06:55,,
柚***7,PLUS会员,"<div class=""comment-star star3""></div>",降价了，降了一倍，心碎,2022-04-23 20:10:51.346,胶原蛋白面膜10片,,2017-10-16 18:26,,
1***9,,"<div class=""comment-star star2""></div>",包装破损，其它都还好,2022-04-23 20:10:51.837,胶原蛋白面膜,,,,2019-07-26 16:15
云***儿,PLUS会员,"<div class=""comment-star star3""></div>",包装底部是打开的，是故意的吗？？？效果有待于观察。。。,2022-04-23 20:10:51.945,胶原蛋白面膜10片,,2017-12-17 23:04,,
风***6,PLUS会员,"<div class=""comment-star star3""></div>",操作失误，买得比较贵。,2022-04-23 20:10:52.030,胶原蛋白面膜,,,,2018-12-13 11:37
u***1,,"<div class=""comment-star star3""></div>",没有外包装，运过来的时候纸盒子已经变形了,2022-04-23 20:10:52.115,【盈润光滑弹嫩】胶原蛋白面膜,,2021-03-03 16:18,,
u***d,,"<div class=""comment-star star2""></div>",没什么感觉。就是很油很黑。很步满意,2022-04-23 20:10:52.207,胶原蛋白面膜10片,,2017-09-02 08:31,,
u***5,,"<div class=""comment-star star2""></div>",这快递，这包装简直了,2022-04-23 20:10:52.298,,胶原蛋白面膜10片,,2018-05-17 18:50,
u***h,PLUS会员,"<div class=""comment-star star2""></div>",盒子都坏了！！！！什么质量！,2022-04-23 20:10:52.384,,胶原蛋白面膜10片,,2018-02-26 06:57,
q***8,,"<div class=""comment-star star3""></div>","贴合效果一般吧，不是很合适,有点小",2022-04-23 20:10:52.480,【弹力紧致】胶原蛋白面膜,,,,2019-12-04 20:42
陌***心,,"<div class=""comment-star star2""></div>",这个感觉和我之前用的不太一样下次不会购买了,2022-04-23 20:10:52.585,胶原蛋白面膜,,,,2019-04-22 11:40
****a,,"<div class=""comment-star star3""></div>",不论包装袋或是里面的面膜材质、精华液都感觉怪怪的好像不是正品。,2022-04-23 20:10:52.706,胶原蛋白面膜10片,,2017-12-15 17:17,,
****u,,"<div class=""comment-star star2""></div>",昨天刚买124不值这个价格今天就便宜那么多,2022-04-23 20:10:53.127,【盈润光滑弹嫩】胶原蛋白面膜,,2021-03-16 21:05,,
****x,PLUS会员,"<div class=""comment-star star2""></div>",面膜特别干，没什么精华液，贴都贴不住,2022-04-23 20:10:53.229,胶原蛋白面膜,,,,2019-04-30 22:36
****1,PLUS会员,"<div class=""comment-star star3""></div>",一共两个包裹，一个用箱子一个用袋子，用袋子的包裹里，两个面膜盒子都爆开了.....,2022-04-23 20:10:53.343,,,,,
****O,,"<div class=""comment-star star3""></div>",面膜盒压扁了，第一印象分嗖的减了一大半,2022-04-23 20:10:53.456,胶原蛋白紧致面膜25ml*10,,2016-05-29 12:22,,
****c,,"<div class=""comment-star star3""></div>",收到一盒面膜的外包装已经破了感觉包装不行其他以后追加,2022-04-23 20:10:53.578,【提亮紧致】胶原蛋白面膜,,2020-09-08 20:00,,
****1,,"<div class=""comment-star star2""></div>",贴合效果：不好使用感受：精华少补水效果：不好产品质感：太厚,2022-04-23 20:10:53.698,【弹力紧致】胶原蛋白面膜,,,,2020-02-13 10:44
****j,PLUS会员,"<div class=""comment-star star3""></div>",商品没有原来的好，敷上去有过敏.,2022-04-23 20:10:53.803,胶原蛋白面膜,,,,2019-04-25 10:55
袜***儿,PLUS会员,"<div class=""comment-star star2""></div>",使用感受：精华液相比其他面膜太少，难怪这么便宜,2022-04-23 20:10:53.922,,【提亮紧致】胶原蛋白面膜,,2020-06-29 00:43,
B***粉,,"<div class=""comment-star star3""></div>",不知道是否正品，满减活动买的，有些包装完好，有些包装拆开了,2022-04-23 20:10:54.050,胶原蛋白面膜,,,,2019-06-29 13:07
欣***h,PLUS会员,"<div class=""comment-star star3""></div>",面膜很薄，没有质感，和我在实体店买的不一样,2022-04-23 20:10:54.186,胶原蛋白面膜,,,,2019-01-02 22:13
****y,PLUS会员,"<div class=""comment-star star3""></div>",用着过敏，不敢再用了,2022-04-23 20:10:54.638,胶原蛋白面膜10片,,2018-05-18 14:17,,
v***v,,"<div class=""comment-star star3""></div>",用了一半，效果不明显,2022-04-23 20:10:54.748,胶原蛋白面膜10片,,2016-10-25 19:55,,
闫***y,PLUS会员,"<div class=""comment-star star3""></div>",纸箱太大不好！压坏了，有一包炸了……不过面膜没坏,2022-04-23 20:10:54.845,胶原蛋白面膜,,,,2019-07-07 13:34
****b,,"<div class=""comment-star star3""></div>",一般般吧，有点小?,2022-04-23 20:10:54.930,胶原蛋白面膜10片,,2017-11-20 06:38,,
****W,,"<div class=""comment-star star3""></div>",一般般，敷完不用清洗,2022-04-23 20:10:55.022,胶原蛋白面膜10片,,2017-06-20 08:49,,
小***6,PLUS会员,"<div class=""comment-star star3""></div>",比针库差远了，不补水,2022-04-23 20:10:55.119,胶原蛋白紧致面膜25ml*10,,2016-06-02 12:11,,
****f,,"<div class=""comment-star star3""></div>",还行吧，面膜纸太厚了，而且里面的汁也很少,2022-04-23 20:10:55.213,胶原蛋白面膜,,,,2019-09-27 22:53
****M,,"<div class=""comment-star star2""></div>",感觉不是很好用精华不是很多,2022-04-23 20:10:55.304,【盈润光滑弹嫩】胶原蛋白面膜,,2021-01-16 14:27,,
****武,PLUS会员,"<div class=""comment-star star3""></div>",一般吧，水不多，拿出来袋子里基本没有多余水,2022-04-23 20:10:55.397,胶原蛋白面膜,,,,2019-07-15 14:59
由***空,,"<div class=""comment-star star2""></div>",价格略贵，，，发货到是挺快的，，感觉面膜香味很重。。。。。,2022-04-23 20:10:55.513,胶原蛋白面膜10片,,2016-11-24 12:12,,
c***6,PLUS会员,"<div class=""comment-star star3""></div>",包装都瘪了，效果一般,2022-04-23 20:10:55.929,胶原蛋白面膜10片,,2018-08-12 20:51,,
是***丶,,"<div class=""comment-star star3""></div>",好像也没那么有效果。,2022-04-23 20:10:56.026,胶原蛋白面膜10片,,2018-03-14 12:15,,
T***丶,PLUS会员,"<div class=""comment-star star3""></div>",感觉效果不是很明显！,2022-04-23 20:10:56.130,胶原蛋白面膜,,,,2018-11-07 05:44
略***1,,"<div class=""comment-star star2""></div>",不好jia的扫不到码面膜鼻梁有两道口子正品没有,2022-04-23 20:10:56.238,胶原蛋白面膜10片,,2017-06-25 18:37,,
****z,,"<div class=""comment-star star2""></div>",这一款还没用过，不知道效果如何，用过后再追评,2022-04-23 20:10:56.349,胶原蛋白面膜10片,,2017-06-03 13:18,,
要***A,PLUS会员,"<div class=""comment-star star3""></div>",精华少，面膜硬不服帖，没有口碑那么好,2022-04-23 20:10:56.465,胶原蛋白面膜,,,,2019-09-17 15:59
月***蓝,,"<div class=""comment-star star3""></div>",使用感受：一般，感觉有点干贴合效果：不是特别贴合,2022-04-23 20:10:56.579,【提亮紧致】胶原蛋白面膜,,2020-11-20 15:30,,
m***0,,"<div class=""comment-star star3""></div>",面膜很可以，但答应送点什么东西的，东西呢？没了,2022-04-23 20:10:56.687,胶原蛋白面膜,,,,2019-10-25 21:06
l***彦,PLUS会员,"<div class=""comment-star star3""></div>",还没用但包装有点令人失望都压扁了直接用塑料袋装的,2022-04-23 20:10:56.800,胶原蛋白面膜,,,,2019-05-02 13:56
P***N,PLUS会员,"<div class=""comment-star star3""></div>",好久没用过这个牌子面膜，感觉不太滋润,2022-04-23 20:10:56.933,【盈润光滑弹嫩】胶原蛋白面膜,,2021-01-05 17:33,,
****e,,"<div class=""comment-star star2""></div>",包装贴口好像是自己贴上去的，收到货第一感觉就是不放心，不知道是不是正品货,2022-04-23 20:10:57.387,,胶原蛋白面膜10片,,2017-09-15 19:23,
观***察,,"<div class=""comment-star star2""></div>","包装破损了,底部已经打开了,明显是拆开过的.",2022-04-23 20:10:57.483,胶原蛋白面膜10片,,2017-01-04 15:56,,
****p,PLUS会员,"<div class=""comment-star star3""></div>",面膜用了，脸上红痒有点过敏。,2022-04-23 20:10:57.579,【盈润光滑弹嫩】胶原蛋白面膜,,2021-03-07 13:05,,
1***p,PLUS会员,"<div class=""comment-star star3""></div>",面膜贴超不合适，像劣质产品?跟以前的质量没法比,2022-04-23 20:10:57.715,【提亮紧致】胶原蛋白面膜,,2020-10-06 22:57,,
****8,,"<div class=""comment-star star3""></div>",这次跟以前买的不一样，不是那种软软滑滑细腻的那种！,2022-04-23 20:10:57.807,【莹润肌肤】胶原蛋白面膜,,,,2020-05-19 13:38
连***晓,PLUS会员,"<div class=""comment-star star3""></div>",贴合效果一般吧，不是很合适，但产品还是可以的,2022-04-23 20:10:57.898,,【弹力紧致】胶原蛋白面膜,,,
赚***城,PLUS会员,"<div class=""comment-star star3""></div>",希望以后包装改进。。。。。。。。,2022-04-23 20:10:57.991,,【弹力紧致】胶原蛋白面膜,,,
****f,,"<div class=""comment-star star3""></div>",到家的时候虽然外面的盒子是好的，但是里面小盒子已经被打开了，而且还被压扁了！,2022-04-23 20:10:58.101,胶原蛋白面膜,,,,2019-06-11 20:41
小***妞,PLUS会员,"<div class=""comment-star star3""></div>",见仁见智，贵了，没有活动买的，用起来效果看不见，好过不用,2022-04-23 20:10:58.188,胶原蛋白面膜10片,,2017-07-27 23:33,,
一***_,PLUS会员,"<div class=""comment-star star3""></div>",活动的时候五折买了四盒，只有一盒面膜有塑封，其他的都是直接可以打开的。客服说正常。。。,2022-04-23 20:10:58.311,胶原蛋白面膜,,,,2019-08-09 15:21
h***o,,"<div class=""comment-star star3""></div>",这个一般般乳液比较少，面膜材质也不太和脸,2022-04-23 20:10:58.698,【莹润肌肤】胶原蛋白面膜,,,,2020-04-21 15:03
q***e,PLUS会员,"<div class=""comment-star star3""></div>",抱着尝试的心态买了一盒试试，结果不是很满意，幸亏没买多。,2022-04-23 20:10:58.811,胶原蛋白面膜,,,,2019-07-24 13:19
m***乐,PLUS会员,"<div class=""comment-star star3""></div>",╯^╰还可以把胶原蛋白面膜也没有感觉到和其他的有不同。。。。。。。。,2022-04-23 20:10:58.921,胶原蛋白面膜,,,,2019-07-27 18:06
c***皮,PLUS会员,"<div class=""comment-star star2""></div>",不好用，水少，还过敏，感觉也不补水。,2022-04-23 20:10:59.036,【莹润肌肤】胶原蛋白面膜,,,,2020-04-25 10:24
崔***菲,PLUS会员,"<div class=""comment-star star3""></div>",一般，补水效果一般。,2022-04-23 20:10:59.154,【弹力紧致】胶原蛋白面膜,,,,2020-02-02 12:02
雾***1,PLUS会员,"<div class=""comment-star star2""></div>",一般敷完面膜后脸上有的发烫。给朋友有了的一样,2022-04-23 20:10:59.262,【弹力紧致】胶原蛋白面膜,,,,2019-10-27 08:47
****7,,"<div class=""comment-star star2""></div>",质地比较厚，精华很少，敷上脸感觉就干了,2022-04-23 20:10:59.397,【弹力紧致】胶原蛋白面膜,,,,2019-12-16 10:06
****s,,"<div class=""comment-star star2""></div>",什么鬼？黄色这款都不封口的吗？蓝色的都封口呢？,2022-04-23 20:10:59.506,胶原蛋白面膜,,,,2019-06-21 19:49
****颜,PLUS会员,"<div class=""comment-star star2""></div>",面膜不够湿润，精华不多，真的没有评论的好,2022-04-23 20:10:59.619,【提亮紧致】胶原蛋白面膜,,2020-09-29 06:26,,
夕***4,PLUS会员,"<div class=""comment-star star2""></div>",厚，不服帖，保湿一般,2022-04-23 20:10:59.748,【弹力紧致】胶原蛋白面膜,,,,2019-10-29 09:22
后***后,PLUS会员,"<div class=""comment-star star3""></div>",效果一般，跟香港买的不一样，没什么效果，不是假货吧,2022-04-23 20:11:00.165,胶原蛋白面膜,,,,2018-10-15 09:31
****0,,"<div class=""comment-star star3""></div>",一般般背上不太好看。。。。。。,2022-04-23 20:11:00.269,胶原蛋白面膜10片,,2018-03-20 22:20,,
