用户名,会员,星级,评论,类型1,类型2,评论时间1,评论时间2,采集时间,评论时间3
可***2,,"<div class=""comment-star star5""></div>",说实话美的会儿的面膜是真的好用，他是医用面膜基本没有出现过过敏的现象，还有它的价格也非常的实惠，三盒，只需要159。所以我推荐大家购买，因为他的补水效果非常好的。目前为止，我用过最好的面膜了，配送也非常便捷，推荐大家。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:03.995,
****d,,"<div class=""comment-star star5""></div>",非常喜欢，补水效果很好，很清爽，很适合我这种干性皮肤，用完还会回购的。,,,,,2022-04-24 11:27:04.041,
****l,,"<div class=""comment-star star5""></div>",宝贝收到很好用包装也很清新一直用这个品牌的面膜,,【镇定舒缓】茶树面膜,,2021-10-21 00:18,2022-04-24 11:27:04.076,
晨***c,PLUS会员,"<div class=""comment-star star5""></div>",用着很舒服，很快就吸收了，看着口碑不错，应该会回购的产品！！好评！！！,,【水油平衡】茶树面膜,,2021-06-07 22:48,2022-04-24 11:27:04.113,
一***城,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：包装很精致，感觉很不错，拿在手里挺有质感的使用感受：贴在脸上非常清爽，非常舒服，精华液也很多，总体感觉很不错适合肤质：自己是混油皮，痘肌，用着挺好的，期待以后的效果补水效果：用完皮肤很湿润，补水效果还是不错的贴合效果：面部贴合很好，很符合设计，很满意其他特色：快递员服务态度好，双11物流依旧很快，快递五星好评,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:04.153,
胖***8,PLUS会员,"<div class=""comment-star star5""></div>",自从朋友送了我一和美迪惠尔的面膜我就没有换过别的牌子了了，补水又亮肤非常好用。精华很多每次用完感觉很补水适合我这种干皮赶上该搞活动各种型号的买了很多多买优惠非常划算而且一直在用可以用半年了。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:04.196,
D***e,,"<div class=""comment-star star5""></div>",之前用过蓝色的不错，小红书说绿色是韩国销量第一，所以买来试试，京东购买方便快捷，很满意。,,【水油平衡】茶树面膜,,2021-10-15 22:31,2022-04-24 11:27:04.244,
e***爱,PLUS会员,"<div class=""comment-star star5""></div>",这两年一直在用这款面膜，回购款。性价比很高补水也不错。,,【镇定舒缓】茶树面膜,,2021-11-04 13:49,2022-04-24 11:27:04.290,
u***a,PLUS会员,"<div class=""comment-star star5""></div>",非常好的一款面膜，在韩国特别喜欢用，祛痘效果非常好，镇静效果一绝，脸上长痘痘，立马敷一片，第二天就能消下去，会一直回购的,,【镇定舒缓】茶树面膜,,2022-01-12 13:48,2022-04-24 11:27:04.346,
刘***-,PLUS会员,"<div class=""comment-star star5""></div>",这款美迪惠尔面膜值得信赖，使用后皮肤有了一定的改善，皮肤不再干燥，而且面膜的价格也很优惠，包装也很高大上，物流派送也很及时到位，推荐各位爱美人士选购。,,【水油平衡】茶树面膜,,2021-10-05 19:46,2022-04-24 11:27:04.768,
不***风,PLUS会员,"<div class=""comment-star star5""></div>",能闻到茶树精油的味道，对于抑制痘痘红肿有一定效果，这款每天使用的话会起皮炎似得起在皮肤表层的小红痘，建议一周三次这款面膜绝对是干皮最爱，我是巨缺水星人，第一次用的时候，感觉面膜皮肤好像是撒哈拉沙漠遇上了太平洋。真的超级补水，20分钟的面膜下来，皮肤水嫩嫩的，光滑非常。好像做了个高级补水SPA，精华液完全吸干的时候略有一点黏。我比较讨厌这种感觉，所以我都会用清水洗一下。洗过之后的脸，非常嫩！好像重新回到了婴儿肌，不知道他家精华里都有什么神仙配料，这款补水面膜是我在别人家重来没体验过的那种稚嫩的感觉~哈哈，推荐哟！,,茶树面膜,,,2022-04-24 11:27:04.824,
R***糖,PLUS会员,"<div class=""comment-star star5""></div>",可莱丝的面膜是我一直回购的，茶树面膜收缩毛孔，镇静皮肤很好用，适合痘痘肌肤，我个人本身就是痘痘肌肤，很容易长痘痘，还好经常敷面膜没有痘印，完美，买了5盒囤货,,茶树面膜,,,2022-04-24 11:27:04.876,
C***n,,"<div class=""comment-star star5""></div>",挺好的，很润，贴上很服帖，面膜纸很软，完全贴合，水润，清爽，价钱又便宜，估计不是国内分装的，什么进口货到国内分装质量都变了，所以千万别相信什么原装进口的有中文的东西，原装进口写中文，难道外国人都学中文吗？以后就买这个牌子了，就相信京东自营，相信不会买到假的，第三方就难说了，反正别贪便宜，一分钱一分货。,,茶树面膜10片,,2017-05-10 17:55,2022-04-24 11:27:04.929,
夜***9,PLUS会员,"<div class=""comment-star star5""></div>",努力半天拍的种草审核不过，这不知道怎么回事，这么好用的面膜尽然无法推荐，用过就知道有多好了，补水效果很好，验证了是正品。,,【镇定舒缓】茶树面膜,,2021-11-20 17:41,2022-04-24 11:27:04.975,
街***福,PLUS会员,"<div class=""comment-star star5""></div>",非常好用，我很喜欢，物流超快，京东值得信赖,,【水油平衡】茶树面膜,,2021-08-26 21:57,2022-04-24 11:27:05.022,
蓝***王,PLUS会员,"<div class=""comment-star star5""></div>",经常购买这个品牌的面膜，主要以美白和补水面膜为主，这款茶树面膜，只购买过两次，但是效果很不错，淡淡的茶树味能够舒缓肌肤，我平时比较喜欢用精油，所以对茶树比较了解。这款面膜的茶树味特别正，以后会经常购买。希望平时能多一点优惠的力度，不要总是等到618或者是年中大促的时候，才有那么大的优惠力度，作为常购清单之一，会经常购买。顺便给京东快递点个赞，京东快递，总是能在第2天把所购买的物品送达，方便快捷，体验感很好。,,【镇定肌肤】茶树面膜,,2020-07-13 21:59,2022-04-24 11:27:05.078,
****f,,"<div class=""comment-star star5""></div>",挺保湿的还不油腻用完了很清爽发货快干好没有面膜用了马上下单第二天就到了给力哈,,【镇定祛痘】茶树面膜,,,2022-04-24 11:27:05.126,
木***y,,"<div class=""comment-star star5""></div>",嗯还不错，精华液够多，茶树的舒缓功能没怎么感觉到，面膜纸还比较薄，贴脸上很服帖,,茶树面膜10片,,2017-05-24 01:03,2022-04-24 11:27:05.176,
****e,,"<div class=""comment-star star5""></div>",产品质感：不粘腻，还算透气贴合效果：很贴合使用感受：很舒服，无异味补水效果：一般,,茶树面膜,,,2022-04-24 11:27:05.235,
颖***动,PLUS会员,"<div class=""comment-star star5""></div>",超级好用的，趁活动囤货，抗过敏补水一步到位，真心不错,,【水油平衡】茶树面膜,,2021-05-19 07:16,2022-04-24 11:27:05.630,
w***g,PLUS会员,"<div class=""comment-star star5""></div>",给老婆买的，老婆很喜欢。敷这张面膜之后，皮肤也变白，变光滑了，又年轻了。,,【水油平衡】茶树面膜,,2021-07-02 21:41,2022-04-24 11:27:05.681,
d***7,,"<div class=""comment-star star5""></div>",美迪惠尔的回购了n次，之前在韩国用过，真的祛痘效果很好！很喜欢,,茶树面膜,,,2022-04-24 11:27:05.730,
****0,PLUS会员,"<div class=""comment-star star5""></div>",和闺蜜一起买的，因为使用很久了，有过敏或晒红，用这款镇定效果都很好，也是一直在回购，赶上活动多买一点,,,,,2022-04-24 11:27:05.792,
****7,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：打开以后不像补水面膜的水很多，但是用着很舒服，有一点淡淡的草药味，用完脸上很舒服，滑滑的补水效果：补水效果一般，蓝色包装的补水效果好贴合效果：面膜裁剪很合适，适合各种脸型,,【水油平衡】茶树面膜,,2021-05-11 21:49,2022-04-24 11:27:05.838,
M***7,,"<div class=""comment-star star5""></div>",超级超级超级好用！买了很多次了，一爆痘一敷，痘痘就瘪下去了！爱死了！,,,,,2022-04-24 11:27:05.879,
嗯***4,,"<div class=""comment-star star5""></div>",很好，特别好，很清洁，超级好，很好用。,,茶树面膜10片,,2018-05-23 14:02,2022-04-24 11:27:05.921,
r***n,,"<div class=""comment-star star5""></div>",舒缓的效果比较好，早晨起来发现痘痘小了一些，皮肤状态非常好。其实护肤只需要做好防晒和补水就够了，这款加玻尿**an补水能力很棒。,,茶树面膜10片,,2018-06-05 22:03,2022-04-24 11:27:05.959,
u***k,,"<div class=""comment-star star5""></div>",产品质感：面膜敷起来超级舒服使用感很好，有镇定舒缓的作用，敷了过后痘痘立马不红肿了,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:05.998,
g***5,PLUS会员,"<div class=""comment-star star5""></div>",我是敏感皮肤，遇冷预热，皮肤都会发红发痒，用了此款产品后，皮肤干燥与发痒得到很大的舒缓。,,,,,2022-04-24 11:27:06.066,
大***大,PLUS会员,"<div class=""comment-star star5""></div>",买了他家好几款，这款是茶树油的。我是敏感肌尤其夏天外出回来脸很不舒服。清洗后来一片面膜很舒缓。很水润很细腻很服帖，这是很意外的。第一次买这个牌子也是试试看效果。不错。保留产品,,【水油平衡】茶树面膜,,2021-06-27 04:45,2022-04-24 11:27:06.507,
****l,,"<div class=""comment-star star5""></div>",很喜欢这个系列的面膜，本人不是痘痘肌，所以祛痘没什么体验，不过很补水,,茶树面膜10片,,2017-07-20 13:26,2022-04-24 11:27:06.560,
某***姐,PLUS会员,"<div class=""comment-star star5""></div>",又是一款人见人爱妈见妈夸的产品。这款是镇定为主的，我自己很喜欢，我妈也很喜欢。所以真的是又又又回购了，性价比之选，姐妹们快冲！,,【镇定舒缓】茶树面膜,,2022-03-23 12:26,2022-04-24 11:27:06.626,
****k,PLUS会员,"<div class=""comment-star star5""></div>",贴合效果：很贴合补水效果：适合大量屯在家里做补水面膜使用感受：稍微有黏腻,,【镇定肌肤】茶树面膜,,2020-10-05 09:48,2022-04-24 11:27:06.680,
y***8,PLUS会员,"<div class=""comment-star star5""></div>",感觉这一款的味道应该会很好闻，无限回购的品牌，经济实惠，补水效果杠杠滴，主要京东送货相当快，正品有保障，大家可以试一下这款面膜,,【镇定舒缓】茶树面膜,,2022-04-13 13:36,2022-04-24 11:27:06.736,
颓***她,,"<div class=""comment-star star5""></div>",使用感受：很舒服，控油效果不错适合肤质：油痘肌，混合皮肤，油皮，我个人是混合性皮肤，很好用补水效果：挺好的贴合效果：很服帖,,,,,2022-04-24 11:27:06.785,
小***O,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：很不错使用感受：很不错适合肤质：个人感觉适合干燥的皮肤补水效果：补水效果非常好。双十二买了几盒，,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:06.837,
****a,PLUS会员,"<div class=""comment-star star5""></div>",为了治疗痘痘我真的是使劲浑身解数，美惠佳儿的补水面膜还不错，不知道这个祛痘的面膜怎么样，希望有用吧，用了很多治痘痘的产品了，希望这款面膜能让我的痘痘好转，让我有欲望复购，京东物流一直很快，非常喜欢这个速度！,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:06.887,
呜***辣,,"<div class=""comment-star star5""></div>",这个之前买蓝色补水面膜的时候送了一片这个面膜，顿时喜欢上了，这个比蓝色面膜小一些，更适合我的脸型，而且面膜纸贴起来也舒服一些，超级推荐啊?,,茶树面膜10片,,2017-06-21 18:09,2022-04-24 11:27:06.943,
偶***墙,PLUS会员,"<div class=""comment-star star5""></div>",超好用，用了再来评价的，精华液是真的多，补水效果超好。,,茶树面膜10片,,,2022-04-24 11:27:07.001,
Z***嗯,,"<div class=""comment-star star5""></div>",感觉不错面膜质感很服帖和我的脸大小也比较合适！用完感觉是不太一样也没再冒痘可以的,,茶树面膜10片,,,2022-04-24 11:27:07.410,
E***宜,,"<div class=""comment-star star5""></div>",之前一直用，一直用的都是这一款。囤个好多。保湿效果特别好，很适合我这种油性肤质，补水效果也超级棒，而且很贴合，本来以为买不了的，春节会发货的晚，结果下单第2天就收到了，特别棒，特别喜欢，下次还会来这里买的。,,【缓解痘痘】茶树面膜,,,2022-04-24 11:27:07.463,
三***6,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜布很厚实，吸水也挺好的，里边的精用华不是特别多的，但是也足够使用感受：没有很浓重的香气，但是用起来很滋润，敷完后皮肤也不是很紧绷的感觉，总之挺好的适合肤质：油性皮肤，混合型皮肤补水效果：很好，挺滋润贴合效果：面膜足够大，大圆脸用起来也能很服帖?其他特色：茶树的，特别适合大油皮,,【镇定肌肤】茶树面膜,,2020-11-18 23:46,2022-04-24 11:27:07.515,
1***0,PLUS会员,"<div class=""comment-star star5""></div>",京东商品。物美价廉。赶上活动购买，非常优惠。喜欢他家的面膜。用后水水的。并有消炎的作用。喜欢的亲们可以放心购买。一次买了好多，慢慢用。,,【水油平衡】茶树面膜,,2021-09-22 21:45,2022-04-24 11:27:07.558,
