用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
红***麻,PLUS会员,"<div class=""comment-star star5""></div>",经挑选出来的最后用了这个面膜，希望不会失望，如果效果不错，那一定会继续来买，对比了一下，真的性价比很高，颜值也高，不错，,,,【光滑弹嫩】胶原蛋白面膜,2021/9/30 13:41,23:22.9,
木***j,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：感觉挺不错使用感受：挺好的，适合任何皮肤使用适合肤质：我是干性皮肤使用很好，没有任何刺激补水效果：水效果不错，尤其晒后敷上一片凉凉的面膜，快速修复，补水很好贴合效果：感觉正合适，大小贴肤都很好其他特色：碰上做活动，赶紧买了三包囤货，冬天来了皮肤比较容易干，每天敷上一片面膜，能快速补水,,,【提亮紧致】胶原蛋白面膜,2020/11/27 10:35,23:22.9,
枪***魂,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感非常水润材质用的很不错精华液很多满满的非常充足使用感受：非常水润特别好适合肤质：基本算是没什么禁忌都比较适合补水效果：非常好秋冬很推荐贴合效果：用料不错很好的其他特色：有效期久,,,【弹力紧致】胶原蛋白面膜,,23:22.9,
****c,PLUS会员,"<div class=""comment-star star5""></div>",体验感特别好，裁剪特别服帖，面膜纸软软的很舒服，之前一直用的春雨，特别喜欢春雨甜甜的味道，无意间看到这款在做活动买了4盒，感觉赚到了,,,【弹力紧致】胶原蛋白面膜,,23:23.0,
一***y,PLUS会员,"<div class=""comment-star star5""></div>",我跟妈妈都是干皮，他家太多种面膜了，随便买了几种补水保湿的面膜用用，双十一活动超级划算的，屯了七八盒。回购无数次了，大无语事件家人们！咱就是说，太好用了，狠狠的爱住了！,,,【光滑弹嫩】胶原蛋白面膜,2021/11/17 14:56,23:23.0,
****s,PLUS会员,"<div class=""comment-star star5""></div>",做活动三盒才149，非常划算，买了三种，说不太清楚三种的区别，味道都挺香的，保湿效果也不错，西安的天很干，脸上起皮了，坚持用了几天，还是很有效果的，好评,,,【光滑弹嫩】胶原蛋白面膜,2021/4/16 18:05,23:23.1,
h***i,PLUS会员,"<div class=""comment-star star5""></div>",可莱丝和丽得姿，很容易傻傻分不清楚。其实用起来也不会有特别明显的差异。怎么都得用，趁着双十一活动囤一些货，性价比很高。值得入手,,,【光滑弹嫩】胶原蛋白面膜,2021/11/7 11:59,23:23.1,
s***1,PLUS会员,"<div class=""comment-star star5""></div>",一直在京东购物，无论大的小的，很支持京东，速度快，送货员服务好，任何商品都会亲子电话送件，给快递小哥点赞。另外产品之前一直也在使用，去韩国买过这个面膜很好用，这个是正平，值得推荐，值得购买，补水效果不错，也很贴服。,胶原蛋白面膜,,,,23:23.7,2019/9/26 23:00
****O,PLUS会员,"<div class=""comment-star star5""></div>",在线下的超市买过，用着挺好，网上一搜，便宜一半，果断下单四件，用了几天，感觉补水效果和线下的一模一样，推荐大家购买，真心不错,,,【光滑弹嫩】胶原蛋白面膜,2022/1/2 19:23,23:23.8,
****d,,"<div class=""comment-star star5""></div>",很棒，这款个人觉得最佳，但这次我尝试了睡眠面膜和维生素款的。给室友一起凑单了这款蛋白质的。对这个牌子很有好感，很喜欢，哈哈哈哈，好用就像夸一夸。,,,【光滑弹嫩】胶原蛋白面膜,2021/10/4 21:09,23:23.8,
****r,,"<div class=""comment-star star5""></div>",活动优惠，一次买了5盒，各种味道一盒，特意用过再来评论。一打开即闻到很好闻很高档的香水味，味有点浓，但不刺鼻很好闻，面膜纸有唛头，柔软服帖，有点大，适合多数脸形，我算中等大小的脸型，五官开孔很正，容易铺开，很好的体验。我习惯用后洗脸更清爽。,,,【提亮紧致】胶原蛋白面膜,2020/7/17 21:47,23:23.9,
曾***0,PLUS会员,"<div class=""comment-star star5""></div>",面膜水很充足，不油腻，易吸收。适合肤质：我是比较容易过敏的，这款面膜适合任何肤质。贴合效果：脸大也没问题，很贴合皮肤。补水效果：补水效果好，用后脸水水嫩嫩的。,,,【盈润光滑弹嫩】胶原蛋白面膜,2021/1/22 13:07,23:23.9,
h***8,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔水库面膜面膜纸很薄，水分充足，香味很淡，补充水分很好，用完皮肤滋润保湿，满满的精华。贴上面部很薄很透气，贴合皮肤，敷起来很舒服，用来做日常补水面膜很合适。面膜纸是带韧性的纺布，不会被轻易扯烂，而且裁剪超合理，能很好地与脸型贴。,,,【光滑弹嫩】胶原蛋白面膜,2021/11/6 10:09,23:24.0,
呆***天,,"<div class=""comment-star star5""></div>",以前就用过这个牌子的面膜，感觉就是比其他的好用，很保湿，很舒服，没有酒精味，天然用料！这个是刚上的新产品，继续购买！关键是优惠多多！,,,胶原蛋白面膜,,23:24.0,
****b,PLUS会员,"<div class=""comment-star star5""></div>",物美价廉，很OK，比实体店优惠太多了物超所值，话不多说，这四个字已经说明了一切宝贝特别喜欢，颜值高质量好，中看又中用，有需要的朋友不要犹豫了，最后祝商家生意兴隆！凑单买的，没想到质量跟专卖店一样，特别特别喜欢，而且价格优惠不太爱评价，但这个是真的棒！质量很好，做工细致，包裹很严实，快递服务态度好，绝对好评！,,,【光滑弹嫩】胶原蛋白面膜,2021/12/17 8:54,23:24.0,
冬***_,PLUS会员,"<div class=""comment-star star5""></div>",最早接触美迪惠尔是2019年，在那之前用过很多品牌的面膜，直到被别人安利这款以后，基本上就定型了，再也没有买过其他面膜，那么是什么让我如此痴迷美迪惠尔呢？接下来我会从几个方面总结一下：1、口碑：京东销量一直高居面膜榜首，评论也有400万+条，这是一个很庞大的数字，足以说明群众的口碑有多好。2、包装：我是比较喜欢这种包装的，没有塑封，没有标签贴，相对比较环保，从上面直接掀开盖子就可以方便取出了。3、膜布：这款膜布很薄，但又不像蚕丝那种容易变形，也很服帖，膜布大小的话我认为对于男士来说(脸大的我)还是很友好的。4、精华：很多网友都说这款24ml精华相对比较少，但我认为却是恰到好处，不多不少，刚好能使用完，也不会出现浪费精华液的情况。5、效果：这款是富含胶原蛋白成分的，相对于蓝色那款巨补水的话，这款在补水的基础上又增加了紧致弹润的效果，使用过后，确实感觉脸部更**弹了。总结：对于那些不只是追求补水面膜的网友来说，这款面膜是你不二的选择，既能达到补水的效果，又能让肌肤弹润紧致。最后分享一下我自己使用面膜的步骤：1、洁面前面膜泡热水加热(冬季)2、洁面后敷上面膜并挤出多余气,,,【光滑弹嫩】胶原蛋白面膜,2021/11/14 20:13,23:24.1,
过***z,PLUS会员,"<div class=""comment-star star5""></div>",不错不错产品质感：很轻薄，服帖度很不错呢使用感受：补水效果感觉很好的贴合效果：很服帖适合肤质：都适合吧应该价格实惠质量很好，送货上门也非常不错，方便，一直回购的产品之一,,,【光滑弹嫩】胶原蛋白面膜,2021/5/8 14:53,23:24.1,
喵***6,PLUS会员,"<div class=""comment-star star5""></div>",嗯，每一个针对的效果都买了一盒京东平台买东西也很方便，关键快递。又很快包装方面很严实，没有磕磕碰碰拿回来就马上敷了，一片精华液，是刚刚好一天的量拿出来袋子没有上多余的精华液，这一点的话有。我好又不好，下次有活动的话还会考虑买，因为经济实惠。,,,【提亮紧致】胶原蛋白面膜,2020/10/28 0:22,23:24.4,
q***7,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：精华液多，剩余的能涂脖子，手使用感受：干性，混合性皮肤滋润不腻适合肤质：干性，混合性皮肤适用，如果是偏油性肌肤就会感觉有点腻补水效果：不错，敷完感觉有光泽贴合效果：非常贴合其他特色：面膜纸厚，非常有弹性,,,【弹力紧致】胶原蛋白面膜,,23:24.5,
****j,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜主要是紧致毛孔面膜，个人感觉一般25岁以上人群用是最佳的。用了很好也很舒服！紧致提拉提亮肤色。非常值得信赖推荐指数5颗心。,,,【盈润光滑弹嫩】胶原蛋白面膜,2021/1/6 0:01,23:24.5,
林***a,PLUS会员,"<div class=""comment-star star5""></div>",价格非常实惠，一次性买来足够用很长一段时间了，真的是物美价廉。单纯补水面膜就够了，和其他产品相比好像也没什么突出的点，补水的感受还是很好的,,,【光滑弹嫩】胶原蛋白面膜,2021/3/22 0:47,23:24.6,
L***1,PLUS会员,"<div class=""comment-star star5""></div>",第三次购买了。上次买的还没用完呢。赶上618搞活动，价格很合适，所以在买点囤着。产品质感：产品品质没的说，效果很棒饿得。使用感受：用起来很舒服，用完以后感觉很好适合肤质：没有特别挑的肤质，反正都能用补水效果：补水效果很好，尤其夏天使用，不会太油腻了,,,【提亮紧致】胶原蛋白面膜,2020/6/18 21:28,23:24.6,
****m,,"<div class=""comment-star star5""></div>",超级补水，用完以后，脸上滑滑的，非常舒服，美迪惠尔，值得信赖的面膜品牌，会一直回购，京东物流超级棒，第二天就到货，爽！赞一个！,,,胶原蛋白面膜10片,2018/8/15 21:09,23:24.7,
a***1,,"<div class=""comment-star star5""></div>",产品质感：我个人觉得很好用，用完之后脸觉得很滋润，很补水，别的功效我觉得一般吧，但是原液含量很多，很补水，补水效果是真的不错，我是干皮用着很不错,,,【提亮紧致】胶原蛋白面膜,2020/11/21 8:37,23:24.7,
h***6,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：这个牌子使用效果好，比较适合敏感皮肤使用感受：补水效果非常好，使用后皮肤毛孔收紧，皮肤水嫩白皙适合肤质：中性皮肤使用感觉很好补水效果：超好，这个之前在香港使用过，种草已久贴合效果：都不错，贴合度好,,,【弹力紧致】胶原蛋白面膜,,23:24.7,
****v,,"<div class=""comment-star star5""></div>",一绝姐妹们～补水的同时也要补充胶原蛋白～使用感受：这个是我目前用过所有补充胶原蛋白面膜中最yyds的～敷完脸上特别清润～不黏～而且面膜大小很合适～,,,【光滑弹嫩】胶原蛋白面膜,2021/8/17 15:30,23:24.8,
慧***雨,PLUS会员,"<div class=""comment-star star5""></div>",产品质量非常好，贴合度很高，胶原蛋白也很多，用后感觉脸上特别舒服，这款用完之后，不用洗脸，直接按摩按摩就可以了。20分钟之后还有很多很多胶原蛋白，我把它抹在手背上脖子上。京东物流非常给力，下单后，十几个小时就送到家了。,,,胶原蛋白面膜,,23:24.8,
小***子,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：一看就是正品行货使用感受：补水美白，需要慢慢体验适合肤质：任何肤质补水效果：补水从面膜开始，贵在坚持贴合效果：贴合效果很好，面膜够大其他特色：女神节促销价格实惠女神节里，同时买了十来盒面膜，希望对肤质有改善。还有，京东促销活动，确实没有套路，价格实惠！,,,【弹力紧致】胶原蛋白面膜,,23:25.1,
****e,PLUS会员,"<div class=""comment-star star5""></div>",双十一做活动，囤面膜啦啦啦啦。到货很快哦。以前一直用的蓝色包装那款，这次一次买了好几个不一样的，换着用，对比看看效果怎么样。,,,【光滑弹嫩】胶原蛋白面膜,2021/11/18 19:38,23:25.2,
u***k,PLUS会员,"<div class=""comment-star star5""></div>",物流超快，图片和实物一样，大品牌，超级好用，美白补水，活动买的，买了一大堆，下次还会再来的。,,,【盈润光滑弹嫩】胶原蛋白面膜,2020/12/23 13:22,23:25.2,
x***5,PLUS会员,"<div class=""comment-star star5""></div>",这个提拉紧致面膜是朋友推荐给我的，说她用了后效果相当不错，所以就下单买了。用了几片，补水效果真的好，用完后也没有不适的感觉，个人值得可以用。,,,【提亮紧致】胶原蛋白面膜,2020/11/12 13:23,23:25.3,
c***2,,"<div class=""comment-star star5""></div>",值得推荐给大家的一款好东西，紧贴皮肤，大小合适，而且里面精华液很多，补水效果不错，最重要的是它适合任何肤质，一如既往地喜欢，赞一下?,,,【盈润光滑弹嫩】胶原蛋白面膜,2021/1/1 9:21,23:25.3,
连***了,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感很不错，一直都是用这款面膜还是可以的使用感受：面膜基本上使用的效果都是差不多的感觉，嗯，没有用过太贵的，这种价位中等的，应该是效果都差不多适合肤质：本人是中性偏干的皮肤补水效果：补水效果还是可以的贴合效果：和脸贴合的挺好的其他特色：用着就比不用强，如果是到了春天，太干燥的季节就需要用这面膜，可以提亮也可以滋润,,,【弹力紧致】胶原蛋白面膜,,23:25.4,
