用户名,会员,星级,评论,类型1,类型2,评论时间1,评论时间2,采集时间,评论时间3
普***徽,PLUS会员,"<div class=""comment-star star5""></div>",非常好，非常好。用了很多次了，下次还会继续在京东购买的。,,新品【透亮保湿】水润安瓶面膜,,2021-08-09 14:46,2022-04-24 10:52:25.739,
S***-,PLUS会员,"<div class=""comment-star star5""></div>",多次回购美迪惠尔面膜，轻薄温和不闷痘，上脸服帖，保湿效果很好。活动期间购买，活动力度大，实惠，一次性买了很多，物美价廉。,,新品【透亮保湿】水润安瓶面膜,,2021-06-22 22:09,2022-04-24 10:52:25.792,
****l,PLUS会员,"<div class=""comment-star star5""></div>",嗯，时间很新，可以用很久，但是也没计划用很久就赶紧用吧，现在,,,,,2022-04-24 10:52:25.854,
l***n,PLUS会员,"<div class=""comment-star star5""></div>",蹭促销赶快买几盒回家囤着，补水效果还是很好的比那个蓝色那款补水的效果好很多，促销价便宜了很多，对于大干皮来说很好用。不错！,,深层补水【水润安瓶面膜】,,2022-03-26 23:52,2022-04-24 10:52:25.922,
邮***R,PLUS会员,"<div class=""comment-star star5""></div>",搞活动时入手的，超级超级划算。适合每天使用。物流很快。整体感觉还行。贴合效果：合适的吧？嗯嗯其他特色：心理平衡一下吧！哈哈哈总是希望皮肤更好。,,深层补水【水润安瓶面膜】,,2021-12-26 18:12,2022-04-24 10:52:25.989,
****o,,"<div class=""comment-star star5""></div>",物流很快，质感很好，很漂亮，很喜欢真的超级喜欢，质量非常好，与卖家描述的一致！每一次都很满意，这次选的宝贝更加满意，以后还会一如既往地买下去客服服务态度很好，快递也不赖，希望老板生意越来越好！！！?宝贝收到了，很惊喜?，设计合理，时尚大方，继续关注，以后会回购的???,,深层补水【水润安瓶面膜】,,2022-04-14 16:37,2022-04-24 10:52:26.041,
****f,,"<div class=""comment-star star5""></div>",喜欢这一款面膜，而且超级的补水质感也特别得好以前一直没有在店里买，因为店里的价格真的很贵。这次京东搞活动，一次性买了四个，而且价格超级的便宜，用过之后也不敏感，我是敏感肌肤用过之后特别得好补水效果，真的是比任何牌子都好，是我喜欢的一款。,深层补水【水润安瓶面膜】,,2021-12-24 18:49,,2022-04-24 10:52:26.093,
****A,PLUS会员,"<div class=""comment-star star5""></div>",补水效果好产品质感：清透使用感受：精华液不粘适合肤质：所有肤质补水效果：很好,,新品【透亮保湿】水润安瓶面膜,,2021-08-02 12:06,2022-04-24 10:52:26.152,
冰***0,PLUS会员,"<div class=""comment-star star5""></div>",活动买的价格美丽。京东很快物流很快，这款是新出的，买了2盒试试看看。女人需要补水，每次贴完记得一定要洗脸，别懒，反正我每次贴完面膜都洗，我是油水失衡，晚上脸上出油，贴完面膜也得洗脸。然后再护肤。,,新品【透亮保湿】水润安瓶面膜,,2021-10-18 21:05,2022-04-24 10:52:26.201,
****v,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：非常好适合肤质：任何肤质补水效果：非常补水,,,,,2022-04-24 10:52:26.265,
任***1,PLUS会员,"<div class=""comment-star star5""></div>",很好买了屯着用用过他家面膜这次尝试这个新的试试,,新品【透亮保湿】水润安瓶面膜,,2021-06-24 13:27,2022-04-24 10:52:26.700,
****4,,"<div class=""comment-star star5""></div>",被**安利花钱的一天，这个面膜很好用，水分足，服帖不起泡，让我每天都想敷，价格也实惠，工薪阶级接受的了哈哈，就是爱不够,,深层补水【水润安瓶面膜】,,2021-11-02 17:08,2022-04-24 10:52:26.758,
****w,PLUS会员,"<div class=""comment-star star5""></div>",很保湿，精华非常的多，效果挺好的。,,深层补水【水润安瓶面膜】,,2021-10-31 19:05,2022-04-24 10:52:26.803,
****f,PLUS会员,"<div class=""comment-star star5""></div>",面膜收到，补水效果超好，对于干燥的冬季，绝对是最好的选择，我在北方，早晚一片刚刚好。,,,,,2022-04-24 10:52:26.853,
****s,PLUS会员,"<div class=""comment-star star5""></div>",第一次用这个牌子的，感觉还不错，用起来也很方便，补水效果也可以,,,,,2022-04-24 10:52:26.905,
h***o,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：大品牌，贴合面部，精华丰富适合肤质：我是干性皮肤，使用后补水效果不错补水效果：补水不错，敷面20分钟，皮肤得到很好的滋润贴合效果：很贴合，面膜柔软度高，完全贴合,新品【透亮保湿】水润安瓶面膜,,2021-10-06 13:43,,2022-04-24 10:52:26.948,
H***0,PLUS会员,"<div class=""comment-star star5""></div>",这个品牌的面膜已经用了很多年了，这次看到有活动就又下单了几盒备用，这款透明质酸保湿面膜效果好，用完脸上水嫩水嫩的很舒服，会回购。,,深层补水【水润安瓶面膜】,,2022-03-13 11:21,2022-04-24 10:52:26.989,
****z,PLUS会员,"<div class=""comment-star star5""></div>",精华挺多的，贴上滑滑的，保湿效果不错，很补水，快递小哥给力,,,,,2022-04-24 10:52:27.033,
u***v,,"<div class=""comment-star star5""></div>",这个面膜很丝滑，晚上敷可以镇静皮肤,,新品【透亮保湿】水润安瓶面膜,,2021-06-26 08:05,2022-04-24 10:52:27.074,
日***2,,"<div class=""comment-star star5""></div>",活动价很给力，囤起来，北方地区干燥，补水少不了！,,新品【透亮保湿】水润安瓶面膜,,2021-06-11 16:04,2022-04-24 10:52:27.157,
u***1,,"<div class=""comment-star star5""></div>",物流很快，京东小哥很给力，让送到楼上，二话没说就给送上来了，一直在买这个牌子，感觉用着很不错，没有什么特殊的味道，。支持京东,,深层补水【水润安瓶面膜】,,2021-11-08 22:12,2022-04-24 10:52:27.580,
岩***y,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的面膜?已经多次购买了，购买价格实惠，送货速度很快，?包装也很精美，补水保湿第一名，性价比非常高。从大一开始用，现在已经毕业工作了，已经用了将近五年的时间。非常推荐。,,深层补水【水润安瓶面膜】,,2022-01-21 12:08,2022-04-24 10:52:27.640,
****k,PLUS会员,"<div class=""comment-star star5""></div>",物流速度很快，次日达，面膜补水效果也很好，是正品,,新品【透亮保湿】水润安瓶面膜,,2021-07-20 19:07,2022-04-24 10:52:27.692,
秋***布,PLUS会员,"<div class=""comment-star star5""></div>",补水效果特别好，家庭日耗品必备，这次正好赶上活动，就多囤了一些，快递很给力，隔天到，送到门口，这个冬天就靠这点补水面膜了，不要犹豫，赶紧囤,,深层补水【水润安瓶面膜】,,2022-01-17 12:18,2022-04-24 10:52:27.747,
****2,PLUS会员,"<div class=""comment-star star5""></div>",双十一囤货买的，折扣力度很大，只是平时价格的一半，性价比极高。这款面膜补水效果不错，作为日常护肤还是可以。值得再次购买。,,深层补水【水润安瓶面膜】,,2021-11-14 21:45,2022-04-24 10:52:27.795,
佐***长,,"<div class=""comment-star star5""></div>",非常好用的面膜超级敏感肌用了不过敏哟试试会不会变白期待效果,,深层补水【水润安瓶面膜】,,2022-03-08 14:39,2022-04-24 10:52:27.842,
****e,,"<div class=""comment-star star5""></div>",白色这款超级好用，敷完脸嫩嫩的，软软的，感觉很不错,,,,,2022-04-24 10:52:27.903,
M***l,PLUS会员,"<div class=""comment-star star5""></div>",多次回购，活动时性价比很高。做普通保湿性面膜使用，效果不错。送货速度超快。会继续回购，希望包装更完善一些，活动多一些。,,深层补水【水润安瓶面膜】,,2022-01-27 11:15,2022-04-24 10:52:27.958,
a***a,,"<div class=""comment-star star5""></div>",面膜收到了，商家发货很快，小哥配送也很快，支持商家，支持京东，支持快递小哥。东西给媳妇买的，媳妇很满意，说用后感觉比较温和，后续再追评。,,深层补水【水润安瓶面膜】,,2022-01-11 20:10,2022-04-24 10:52:28.017,
大***8,PLUS会员,"<div class=""comment-star star5""></div>",今年的十一月十一日活动价买的，买了好几种，价格优惠，质量很好，贴在脸上很舒服的，第二天脸上感觉还水嫩水嫩的，以后还会继续购买的，好评,,深层补水【水润安瓶面膜】,,2021-11-18 20:36,2022-04-24 10:52:28.076,
过***子,PLUS会员,"<div class=""comment-star star5""></div>",超级喜欢的一款面膜，很适合我混油皮的肤质，隔两三天用一次脸上很舒服?，快递也很神速还会继续光顾的,,深层补水【水润安瓶面膜】,,2021-12-27 20:59,2022-04-24 10:52:28.492,
c***8,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜儿呢，应该是写的，韩国原装进口的。里面是白色的水分呢，很足。呃，一杯赛后了以后需要紧急补水水买了一盒以后用了以后效果不错。嗯，补水的效果很好。还会继续回购的。,,新品【透亮保湿】水润安瓶面膜,,2021-06-15 20:25,2022-04-24 10:52:28.556,
笑***0,PLUS会员,"<div class=""comment-star star5""></div>",双十一囤货的，跟很划算用着也舒服,,深层补水【水润安瓶面膜】,,2021-11-07 09:54,2022-04-24 10:52:28.598,
w***5,PLUS会员,"<div class=""comment-star star5""></div>",这是超级值得购买的一款产品，价格实惠，每盒十片呢，补水?效果更是超级给力了，每次京东商城有促销活动，都会囤起来一些呢！,,深层补水【水润安瓶面膜】,,2021-11-05 09:47,2022-04-24 10:52:28.641,
近***常,PLUS会员,"<div class=""comment-star star5""></div>",这次买的价格挺便宜的，看到有人说这款挺好用的，我就买回来了，很适合日常补水用的。因为买的挺多，也分给朋友一起用。下次有活动会再来买的,,深层补水【水润安瓶面膜】,,2022-01-11 22:16,2022-04-24 10:52:28.682,
****L,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的面膜几乎每一款都很好用，这一款也不例外。本来是抱着尝试的心态试一试新款，到后来发现好用程度不输旧款。五星好评！,,深层补水【水润安瓶面膜】,,2021-11-24 22:42,2022-04-24 10:52:28.734,
L***g,,"<div class=""comment-star star5""></div>",活动价格，一次购入四盒，可以用三个月。一直用这个品牌面膜，但这款安瓶补水是看了评价第一次购入，主要是补水，期待效果，之前用着黄色胶原蛋白款很不错。,,深层补水【水润安瓶面膜】,,2021-12-20 23:14,2022-04-24 10:52:28.779,
****0,PLUS会员,"<div class=""comment-star star5""></div>",持续用了几年的一款面膜，主要是性价比高，保湿效果也还行，趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?,,新品【透亮保湿】水润安瓶面膜,,2021-07-25 21:11,2022-04-24 10:52:28.821,
M***E,PLUS会员,"<div class=""comment-star star5""></div>",用了这个品牌5年了，这款好像是新的，第一次买，刚用完1片，很不错,,,,,2022-04-24 10:52:28.865,
凌***a,,"<div class=""comment-star star5""></div>",多次购买，难得找到一款适合我这种特殊敏感皮肤的面膜。真的很高兴！,,,,,2022-04-24 10:52:28.905,
暖***5,PLUS会员,"<div class=""comment-star star5""></div>",京东自营物流很快，下单第二天就收到货了，东西外包装完好无损，送货员服务态度很好，这已经是好几次回购了，性价比很高，保湿效果很不错哟。价格美丽，值得购买。,,深层补水【水润安瓶面膜】,,2021-11-18 15:41,2022-04-24 10:52:29.402,
****t,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：外包装好看，精华也比较多使用感受：补水效果好，用后皮肤滑滑的适合肤质：干性中性需要补水的皮肤补水效果：补水效果很好值得拥有贴合效果：面膜纸没有经典款薄其他特色：性价比好会回购,,,,,2022-04-24 10:52:29.465,
G***I,PLUS会员,"<div class=""comment-star star5""></div>",这个还没用，看着很不错啊啊啊啊~~~这个牌子目前觉得最好用的是茶树的，希望能试到更好用的，哈哈哈,,深层补水【水润安瓶面膜】,,2021-11-03 20:47,2022-04-24 10:52:29.527,
****d,,"<div class=""comment-star star5""></div>",京东自营店的物流很快，凌晨购买的，中午就送到了，秒杀时入手的性价比超级高，这款面膜也是非常不错的！大人小孩都可以用！用完之后皮肤超级水嫩！希望店家多搞优惠活动,,新品【透亮保湿】水润安瓶面膜,,2021-09-28 15:54,2022-04-24 10:52:29.578,
G***o,PLUS会员,"<div class=""comment-star star5""></div>",昨晚试了一下，面膜纸的贴和度非常好，相比普通面膜的柔顺度和吸水程度都很有优势，尤其是它的缩水能力比较强，一般面膜纸用十分钟左右基本上就开始发干了，这个贴满二十分钟之后仍然黏黏的。,,新品【透亮保湿】水润安瓶面膜,,2021-05-26 15:30,2022-04-24 10:52:29.626,
z***3,PLUS会员,"<div class=""comment-star star5""></div>",面膜很水润，面膜纸很薄，非常补水，搞活动的时候买的，性价比很高。,,,,,2022-04-24 10:52:29.681,
