用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
****咪,PLUS会员,"<div class=""comment-star star5""></div>",回购款，包装设计精美，冬天暖气房里老是干燥，敷一片面膜补水保湿很舒服，敷在脸上很贴合，十几分钟眼袋黑眼圈都好些了，效果很棒、继续回购。,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-24 14:09,2022-04-23 20:04:53.488,
u***3,PLUS会员,"<div class=""comment-star star5""></div>",趁有活动囤了一点，之前也买过，效果还可以，补水效果很好，价格也很实惠，京东物流很快次日就到了，总体来说还是比较不错的一款产品,,,【收缩毛孔】毛孔紧致黑面膜,2022-03-15 12:27,2022-04-23 20:04:53.531,
荒***9,PLUS会员,"<div class=""comment-star star5""></div>",快递拿到很开心，包装很好，没有破损，自己去鉴别了下，应该是正品，补水效果不错，美白什么的没有什么改变。,,,毛孔紧致黑炭面膜10片,2017-05-24 00:26,2022-04-23 20:04:53.567,
小***啊,PLUS会员,"<div class=""comment-star star5""></div>",以前就喜欢用她的补水面膜，蓝色的那款。后来这两款毛孔紧致，跟美白补水搞活动。我就是买来试一下。货一到，我就迫不及待的拿出来感受了。我先用的毛孔紧致的。确实是立竿见影。效果很快能在脸上显现出来呢，确实脸上毛孔缩小很多，甚至比较光滑，同样也很紧致。也不过敏。很舒服。我很喜欢。会再次回购。,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:04:53.612,
t***0,PLUS会员,"<div class=""comment-star star5""></div>",补水保湿效果还是好的，毛孔紧致没看出来，看时间证明吧。买过好几次，物美价廉。,,,【紧致肌肤】毛孔紧致黑面膜,2020-07-05 16:33,2022-04-23 20:04:53.647,
u***z,,"<div class=""comment-star star5""></div>",包装很好，粉粉的，漂亮，期待有紧致效果。最近有点点敏感，还没用，相信口碑。,,,毛孔紧致黑炭面膜10片,,2022-04-23 20:04:53.686,
萤***6,,"<div class=""comment-star star5""></div>",用着确实不错，效果很好，确实比其他的感觉要好些！物有所值！,,,【收缩毛孔】毛孔紧致黑面膜,2021-07-08 22:06,2022-04-23 20:04:53.724,
赵***儿,PLUS会员,"<div class=""comment-star star5""></div>",补水效果超级好，用上一次就爱上了，活动买的，真的是物美价廉，物超所值呀，还会继续用的，关注店铺活动，优惠直接下手，不会失望的。,,,【清洁收缩毛孔】毛孔紧致黑面膜,2020-12-13 03:59,2022-04-23 20:04:53.767,
b***g,PLUS会员,"<div class=""comment-star star5""></div>",补水效果：很好适合肤质：所有肤质贴合效果：很好使用感受：补水保湿效果很好,毛孔紧致黑炭面膜,,,,2022-04-23 20:04:53.809,2019-09-06 15:23
S***歌,PLUS会员,"<div class=""comment-star star5""></div>",一直用的这个面膜，面膜纸细腻贴肤，里边的精华特别多，补水效果很不错，每次用完后脸上滑滑嫩嫩的，北京的冬天太干了，真的离不开……今年的活动力度很大呀，趁着活动赶紧屯了些，年前不用再买了！感谢快递小哥，辛苦啦！,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:04:53.863,
****2,PLUS会员,"<div class=""comment-star star5""></div>",不错的，很好用呢，买了好几次了了，很舒服，适合任何肤质呢，不错的选择，家里人用了也不错的呢产品质感：挺好的，b不错的贴合肌肤可以使用的产品效果非常好,,,【收缩毛孔】毛孔紧致黑面膜,2021-09-19 06:56,2022-04-23 20:04:54.189,
六***_,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：高端大气上档次！精致使用感受：更肌肤很贴切面膜厚度很适中不像别的面膜薄贴合效果：紧贴肌肤很舒服香味也不错淡淡的,,,毛孔紧致黑炭面膜,,2022-04-23 20:04:54.234,
高***油,,"<div class=""comment-star star5""></div>",产品质感：很好使用感受：一直用的都是她们家的适合肤质：所有肤质，我肤质敏感补水效果：有只对补水的面膜，可以选择贴合效果：符合脸部,,,,,2022-04-23 20:04:54.283,
E***V,,"<div class=""comment-star star5""></div>",产品质感：很舒服！！！！使用感受：绝了贴合效果：这么多年来第一次敷这么服帖的面膜其他特色：味道淡淡的，不是那么浓精华水也刚刚好??适合肤质：我是油性敏感肌，真的真的巨敏感！很容易就起疙瘩！没有刺激感爱了爱了,,,【紧致肌肤】毛孔紧致黑面膜,2020-08-21 20:59,2022-04-23 20:04:54.327,
若***听,,"<div class=""comment-star star5""></div>",产品质感：很好用，比蓝色款好用，精华多，更服帖脸型．。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。之前凑单买的，开始使用两天，效果可以，推荐购买，没有不适症状，干性肌肤。,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-15 07:59,2022-04-23 20:04:54.377,
浪***1,PLUS会员,"<div class=""comment-star star5""></div>",活动的时候买的，很划算，跟超市买的一样，是正品。面膜质感很好，用着不过敏，补水效果很好，用完皮肤滑滑的，很喜欢。用完还会回购。,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-23 23:47,2022-04-23 20:04:54.426,
****T,,"<div class=""comment-star star5""></div>",搞活动的时候买了三盒100块钱都不到。我记得我是八月份买的，现在已经十月份了还剩下这么多。性比价很高，补水功能很强。平时用粉刺针挤完痘痘之后可以来一片粉黑色的黑炭面膜，这款面膜可以帮助清理油脂和排除多余分泌物。白色的，我平时都是皮肤状态好的时候才用的，因为它是有补水和美白的功能。蓝色的是比较日常的补水的。因为我有痘痘，所以蓝@和黑炭面膜用的比较多。美白的那款才用了一半。?希望京东多多出活动。如果实惠的话我会再买一些来囤着。??,,,毛孔紧致黑炭面膜,,2022-04-23 20:04:54.475,
嘭***7,,"<div class=""comment-star star5""></div>",之前一直用蓝色的那个水库，感觉还不错，男神代言的产品，超级补水，哈哈！！没用过这款黑面膜，看起来不错，买来试试，京东618活动太给力了，四盒四折...没抢到另外那款黑面膜，只抢到了这款，应该也不错吧！,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-20 14:14,2022-04-23 20:04:54.528,
果***4,,"<div class=""comment-star star5""></div>",补水效果很好，这款面膜用后皮肤水润很多，肤色也好看,,,【收缩毛孔】毛孔紧致黑面膜,2022-02-16 11:58,2022-04-23 20:04:54.586,
h***8,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜真真给力，之前没用过这个牌子，这次买了三盒，用了两次体验还不错，面膜纸厚实，与面部皮肤贴合很好，用后没有任何不适感，会坚持用的,,,【收缩毛孔】毛孔紧致黑面膜,2021-03-16 23:56,2022-04-23 20:04:54.644,
s***u,PLUS会员,"<div class=""comment-star star5""></div>",前面屯的货用完了，这个又买了大几十片，韩国最大的专门做面膜的牌子，质量无须怀疑，价格经常做活动，不错！这次还有赠品，一盒洁面乳，京东给力！,,,【收缩毛孔】毛孔紧致黑面膜,2022-04-01 17:03,2022-04-23 20:04:54.989,
e***4,PLUS会员,"<div class=""comment-star star5""></div>",首先是产品使用了一段时间，对于敏感肌的我来说没有过敏，其次就是这个面膜纸我很喜欢，因为敏感肌角质层薄，我之前用过特别薄款的面膜纸，被风吹了以后，脸会因为凉而变得敏感，不知道有没有和我一样的亲，这款贴和效果也是蛮好的，补水和收缩毛孔这两款我会一周搭配着用，效果还是不错的最后就是给京东自营的物流点个赞,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-18 20:45,2022-04-23 20:04:55.029,
****1,PLUS会员,"<div class=""comment-star star5""></div>",经常用的面膜便宜又舒服，敷衍脸上水水的，个人还是很喜欢用的，刚好有活动就又入手了，我是混合性皮肤用着也挺舒服，洗过澡躺着敷个美美的面膜，好惬意，用完会继续囤的，保湿效果也不错，哈哈，好不容易凑出来的字，,,,【紧致肌肤】毛孔紧致黑面膜,2020-08-08 12:28,2022-04-23 20:04:55.068,
x***6,PLUS会员,"<div class=""comment-star star5""></div>",秒杀活动时抢购的，精华多，上脸服贴，补水杠杠滴，价廉物美，四季必备，京东物流必须赞?,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-29 09:07,2022-04-23 20:04:55.104,
m***i,PLUS会员,"<div class=""comment-star star5""></div>",这一款粉色的和绿色面膜，我经常是搭配的买。搭配着用香味也不一样，两种香味，我都比较喜欢，清新淡雅，贴在脸上也比较舒服，面膜的轮廓贴合亚洲人的轮廓，感觉很贴肤。,,,【收缩毛孔】毛孔紧致黑面膜,2021-12-04 18:23,2022-04-23 20:04:55.145,
g***n,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：上脸非常舒服补水效果：精华很多贴合效果：非常棒宝贝做工真的非常精细，细节真的棒，爱了爱了是正品，而且价格不贵，用着也很大气，一直在用，很好??,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-01 21:31,2022-04-23 20:04:55.188,
****5,,"<div class=""comment-star star5""></div>",非常好用的一款面膜，去黑头效果明显，用完后感觉皮肤嫩嫩的，保湿效果也非常好，我都是把这个跟水库穿插着用，自从用了这款面膜后，就从未入手过别的面膜，而且这个绝对正品，跟之前朋友给从韩国给带的一样，京东买的东西放心，一次入手好几包，用完再来,毛孔紧致黑炭面膜,,,,2022-04-23 20:04:55.231,2019-09-10 09:56
l***3,,"<div class=""comment-star star5""></div>",包装好，快递速度，面膜用了补水效果好，非常棒的一款面膜，买了4盒，下次有活动再多囤货，,,,【收缩毛孔】毛孔紧致黑面膜,2021-06-20 23:00,2022-04-23 20:04:55.273,
_***酱,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感很不错，厚实。使用感受：用了一整盒了才想起来评价，很不错，每天晚上洗完澡来一片，舒缓皮肤。适合肤质：本人为中性敏感性皮肤，用这一款面膜效果还不错。补水效果：补水效果还不错，尤其是美图晚上需要熬夜，敷一片能及时补充皮肤失水。贴合效果：贴合效果很不错。其他特色：活动期间购买性价比很高。,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:04:55.318,
****3,,"<div class=""comment-star star5""></div>",我的肌肤很缺水，又老是起白色的那种黑头，所以都是买这种调理的，夏天来了，面膜真的不能停！买一点，好用适合的话，下个月继续买?????????,,,毛孔紧致黑炭面膜10片,2017-08-11 19:54,2022-04-23 20:04:55.379,
h***r,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的品牌用了4年多了，真的特别好用!这不双十一618和38都是必囤货的三个时间点嘻嘻!这款面膜最大的特别是丝滑贴合度极好!补水效果忒好了!每次做完都有给脸做了深度spa的感觉呵呵?而且黑色面膜贴上去凉凉的酷酷的!大力推荐!,,,【紧致细腻】毛孔紧致黑炭面膜,,2022-04-23 20:04:55.714,
9***m,PLUS会员,"<div class=""comment-star star5""></div>",前后买了13盒面膜，给家里人使用，推荐给朋友使用，囤一些够用一段时间了，赶上活动有优惠可以用满意的价格买入，很值得拥有哦,,,【收缩毛孔】毛孔紧致黑面膜,2021-11-06 21:03,2022-04-23 20:04:55.756,
殇***情,PLUS会员,"<div class=""comment-star star5""></div>",东西刚收到，一**装就非常的上档次，并且美迪惠尔这个牌子是韩国大牌，适合任何肌肤使用，各方面能得到保证，虽然还没使用，但是还是期待后续的效果,,,【收缩毛孔】毛孔紧致黑面膜,2021-06-20 10:31,2022-04-23 20:04:55.807,
f***i,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：面膜质感很舒适，面膜设计合理，敷上去和面部肌肤很贴合，使用感受：敷上去凉凉的，水水润润，精华液也刚刚好，不会浪费或是精华液偏少适合肤质：混合肤质用起来感觉不错补水效果：敷完皮肤水水润润的，很喜欢贴合效果：和皮肤很贴合，敷上去感觉很舒服，棒棒哒其他特色：面膜设计挺大的，男生也适用,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:04:55.857,
****w,,"<div class=""comment-star star5""></div>",这个染发剂很好操作～自己在家就能染好～选的颜色好喜欢～炒鸡好看～而且我觉得还是蛮显白的～染完都说好看～,,,【紧致肌肤】毛孔紧致黑面膜,2020-08-29 22:04,2022-04-23 20:04:55.935,
娜***超,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：质感不错。使用感受：第一次用这个牌子的面膜，还是很满意的适合肤质：我是稍微有些油的肤质。两三天用一次，感觉还是比较适合自己的，继续使用看效果补水效果：补水效果挺好的。贴合效果：我脸型不算小。用起来还算合适，除非特别大的脸。其它觉得都可以用，没什么问题！其他特色：包装也很好。快递也一如既往的棒！,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:04:55.985,
安***p,PLUS会员,"<div class=""comment-star star5""></div>",物美价廉，这个词我觉得很是实用呢，首先快递很快，再来钱很少，最后物品很超值！大概就是购物者需要的吧，刚好我又需要大爱京东，很方便！精华很多，慢看来效果,,,毛孔紧致黑炭面膜10片,2017-09-11 13:58,2022-04-23 20:04:56.036,
